workerid,proliferate.condition,internal_node_id,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,vignette,error
389,Jordan,0.0-9.0-0.0,good,81,1878,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,713618,21,html-slider-response,printing,
389,Jordan,0.0-9.0-0.1,honest,69,1369,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,714987,22,html-slider-response,printing,
389,Jordan,0.0-9.0-0.2,hypocritical,20,5470,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,720459,23,html-slider-response,printing,
389,Jordan,0.0-9.0-0.3,trustworthy,64,1526,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,721986,24,html-slider-response,printing,
389,Jordan,0.0-9.0-0.4,like,64,1448,50,<p>How much do you <b>like</b> Kevin?</p><br>,723435,25,html-slider-response,printing,
389,Jordan,0.0-10.0,,0,2278,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,725715,26,html-button-response,,
363,Jordan,0.0-0.0,,0,17684,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",17685,0,html-button-response,,
363,Jordan,0.0-1.0,,0,1212,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",18898,1,html-button-response,,
363,Jordan,0.0-2.0-0.0,honest,0,46557,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",65456,2,html-button-response,phone,
363,Jordan,0.0-3.0-0.0,honest,70,9206,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,74663,3,html-slider-response,phone,
363,Jordan,0.0-3.0-0.1,hypocritical,78,29841,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,104505,4,html-slider-response,phone,
363,Jordan,0.0-3.0-0.2,good,16,7493,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,111999,5,html-slider-response,phone,
363,Jordan,0.0-3.0-0.3,trustworthy,22,2053,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,114053,6,html-slider-response,phone,
363,Jordan,0.0-3.0-0.4,like,36,1631,50,<p>How much do you <b>like</b> Bruce?</p><br>,115685,7,html-slider-response,phone,
363,Jordan,0.0-4.0-0.0,honest,0,17055,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",132740,8,html-button-response,music,
363,Jordan,0.0-5.0-0.0,hypocritical,71,2818,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,135559,9,html-slider-response,music,
363,Jordan,0.0-5.0-0.1,like,81,3521,50,<p>How much do you <b>like</b> Becky?</p><br>,139081,10,html-slider-response,music,
363,Jordan,0.0-5.0-0.2,good,66,2074,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,141156,11,html-slider-response,music,
363,Jordan,0.0-5.0-0.3,honest,73,2409,50,<p>How <b>honest</b> do you think Becky is?</p><br>,143566,12,html-slider-response,music,
363,Jordan,0.0-5.0-0.4,trustworthy,38,1465,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,145032,13,html-slider-response,music,
363,Jordan,0.0-6.0-0.0,honest,0,51833,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",196864,14,html-button-response,jury,
363,Jordan,0.0-7.0-0.0,like,33,1700,50,<p>How much do you <b>like</b> Jennifer?</p><br>,198565,15,html-slider-response,jury,
363,Jordan,0.0-7.0-0.1,honest,21,1592,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,200157,16,html-slider-response,jury,
363,Jordan,0.0-7.0-0.2,trustworthy,23,1444,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,201602,17,html-slider-response,jury,
363,Jordan,0.0-7.0-0.3,hypocritical,85,1754,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,203357,18,html-slider-response,jury,
363,Jordan,0.0-7.0-0.4,good,50,3297,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,206655,19,html-slider-response,jury,
363,Jordan,0.0-8.0-0.0,honest,0,15557,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",222212,20,html-button-response,printing,
363,Jordan,0.0-9.0-0.0,honest,56,2223,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,224436,21,html-slider-response,printing,
363,Jordan,0.0-9.0-0.1,like,31,1861,50,<p>How much do you <b>like</b> Kevin?</p><br>,226297,22,html-slider-response,printing,
363,Jordan,0.0-9.0-0.2,good,28,1911,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,228209,23,html-slider-response,printing,
363,Jordan,0.0-9.0-0.3,trustworthy,19,1469,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,229679,24,html-slider-response,printing,
363,Jordan,0.0-9.0-0.4,hypocritical,92,2135,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,231814,25,html-slider-response,printing,
363,Jordan,0.0-10.0,,0,1398,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,233213,26,html-button-response,,
659,Jordan,0.0-0.0,,0,11620,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",11623,0,html-button-response,,
659,Jordan,0.0-1.0,,0,2931,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",14555,1,html-button-response,,
659,Jordan,0.0-2.0-0.0,honest,0,33559,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",48116,2,html-button-response,music,
659,Jordan,0.0-3.0-0.0,honest,2,5044,50,<p>How <b>honest</b> do you think Becky is?</p><br>,53162,3,html-slider-response,music,
659,Jordan,0.0-3.0-0.1,hypocritical,84,4919,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,58082,4,html-slider-response,music,
659,Jordan,0.0-3.0-0.2,like,26,5327,50,<p>How much do you <b>like</b> Becky?</p><br>,63410,5,html-slider-response,music,
659,Jordan,0.0-3.0-0.3,good,50,3776,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,67187,6,html-slider-response,music,
659,Jordan,0.0-3.0-0.4,trustworthy,43,4679,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,71867,7,html-slider-response,music,
659,Jordan,0.0-4.0-0.0,honest,0,24422,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",96290,8,html-button-response,jury,
659,Jordan,0.0-5.0-0.0,like,32,3490,50,<p>How much do you <b>like</b> Jennifer?</p><br>,99781,9,html-slider-response,jury,
659,Jordan,0.0-5.0-0.1,hypocritical,63,3109,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,102891,10,html-slider-response,jury,
659,Jordan,0.0-5.0-0.2,honest,32,3770,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,106662,11,html-slider-response,jury,
659,Jordan,0.0-5.0-0.3,good,37,2853,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,109516,12,html-slider-response,jury,
659,Jordan,0.0-5.0-0.4,trustworthy,47,3171,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,112689,13,html-slider-response,jury,
659,Jordan,0.0-6.0-0.0,honest,0,13830,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",126519,14,html-button-response,phone,
659,Jordan,0.0-7.0-0.0,good,0,43867,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,170387,15,html-slider-response,phone,
659,Jordan,0.0-7.0-0.1,hypocritical,82,2726,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,173114,16,html-slider-response,phone,
659,Jordan,0.0-7.0-0.2,trustworthy,33,5104,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,178219,17,html-slider-response,phone,
659,Jordan,0.0-7.0-0.3,honest,37,2523,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,180743,18,html-slider-response,phone,
659,Jordan,0.0-7.0-0.4,like,32,3057,50,<p>How much do you <b>like</b> Bruce?</p><br>,183800,19,html-slider-response,phone,
659,Jordan,0.0-8.0-0.0,honest,0,30109,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",213910,20,html-button-response,printing,
659,Jordan,0.0-9.0-0.0,like,31,7035,50,<p>How much do you <b>like</b> Kevin?</p><br>,220946,21,html-slider-response,printing,
659,Jordan,0.0-9.0-0.1,honest,45,2903,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,223849,22,html-slider-response,printing,
659,Jordan,0.0-9.0-0.2,hypocritical,47,4143,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,227993,23,html-slider-response,printing,
659,Jordan,0.0-9.0-0.3,trustworthy,45,2602,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,230596,24,html-slider-response,printing,
659,Jordan,0.0-9.0-0.4,good,50,3245,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,233841,25,html-slider-response,printing,
659,Jordan,0.0-10.0,,0,2420,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,236262,26,html-button-response,,
447,Jordan,0.0-0.0,,0,31189,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",31192,0,html-button-response,,
447,Jordan,0.0-1.0,,0,22438,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",53630,1,html-button-response,,
447,Jordan,0.0-2.0-0.0,traditional,0,39849,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",93481,2,html-button-response,printing,
447,Jordan,0.0-3.0-0.0,honest,0,9408,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,102890,3,html-slider-response,printing,
447,Jordan,0.0-3.0-0.1,like,0,11240,50,<p>How much do you <b>like</b> Kevin?</p><br>,114132,4,html-slider-response,printing,
447,Jordan,0.0-3.0-0.2,hypocritical,0,5173,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,119306,5,html-slider-response,printing,
447,Jordan,0.0-3.0-0.3,trustworthy,0,4520,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,123828,6,html-slider-response,printing,
447,Jordan,0.0-3.0-0.4,good,1,9024,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,132853,7,html-slider-response,printing,
447,Jordan,0.0-4.0-0.0,traditional,0,85726,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",218580,8,html-button-response,music,
447,Jordan,0.0-5.0-0.0,good,42,7200,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,225781,9,html-slider-response,music,
447,Jordan,0.0-5.0-0.1,like,48,6711,50,<p>How much do you <b>like</b> Becky?</p><br>,232492,10,html-slider-response,music,
447,Jordan,0.0-5.0-0.2,trustworthy,29,6848,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,239342,11,html-slider-response,music,
447,Jordan,0.0-5.0-0.3,honest,0,7621,50,<p>How <b>honest</b> do you think Becky is?</p><br>,246964,12,html-slider-response,music,
447,Jordan,0.0-5.0-0.4,hypocritical,0,3731,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,250695,13,html-slider-response,music,
447,Jordan,0.0-6.0-0.0,traditional,0,31523,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",282219,14,html-button-response,jury,
447,Jordan,0.0-7.0-0.0,honest,0,7049,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,289269,15,html-slider-response,jury,
447,Jordan,0.0-7.0-0.1,hypocritical,23,4492,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,293761,16,html-slider-response,jury,
447,Jordan,0.0-7.0-0.2,trustworthy,27,5996,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,299758,17,html-slider-response,jury,
447,Jordan,0.0-7.0-0.3,good,47,8752,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,308512,18,html-slider-response,jury,
447,Jordan,0.0-7.0-0.4,like,48,7420,50,<p>How much do you <b>like</b> Jennifer?</p><br>,315933,19,html-slider-response,jury,
447,Jordan,0.0-8.0-0.0,traditional,0,15131,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",331065,20,html-button-response,phone,
447,Jordan,0.0-9.0-0.0,trustworthy,0,4282,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,335348,21,html-slider-response,phone,
447,Jordan,0.0-9.0-0.1,hypocritical,0,5054,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,340403,22,html-slider-response,phone,
447,Jordan,0.0-9.0-0.2,like,0,4191,50,<p>How much do you <b>like</b> Bruce?</p><br>,344594,23,html-slider-response,phone,
447,Jordan,0.0-9.0-0.3,honest,0,4511,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,349107,24,html-slider-response,phone,
447,Jordan,0.0-9.0-0.4,good,0,4001,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,353108,25,html-slider-response,phone,
447,Jordan,0.0-10.0,,0,3709,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,356819,26,html-button-response,,
448,Jordan,0.0-0.0,,0,66759,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",66784,0,html-button-response,,
448,Jordan,0.0-1.0,,0,1892,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",68679,1,html-button-response,,
448,Jordan,0.0-2.0-0.0,honest,0,33029,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",101711,2,html-button-response,music,
448,Jordan,0.0-3.0-0.0,hypocritical,74,9908,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,111623,3,html-slider-response,music,
448,Jordan,0.0-3.0-0.1,trustworthy,41,6357,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,117984,4,html-slider-response,music,
448,Jordan,0.0-3.0-0.2,honest,86,3956,50,<p>How <b>honest</b> do you think Becky is?</p><br>,121943,5,html-slider-response,music,
448,Jordan,0.0-3.0-0.3,like,46,4317,50,<p>How much do you <b>like</b> Becky?</p><br>,126263,6,html-slider-response,music,
448,Jordan,0.0-3.0-0.4,good,43,3862,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,130127,7,html-slider-response,music,
448,Jordan,0.0-4.0-0.0,honest,0,29574,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",159703,8,html-button-response,printing,
448,Jordan,0.0-5.0-0.0,hypocritical,81,3358,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,163063,9,html-slider-response,printing,
448,Jordan,0.0-5.0-0.1,trustworthy,49,13349,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,176415,10,html-slider-response,printing,
448,Jordan,0.0-5.0-0.2,good,47,4822,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,181239,11,html-slider-response,printing,
448,Jordan,0.0-5.0-0.3,honest,65,3254,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,184495,12,html-slider-response,printing,
448,Jordan,0.0-5.0-0.4,like,45,3191,50,<p>How much do you <b>like</b> Kevin?</p><br>,187687,13,html-slider-response,printing,
448,Jordan,0.0-6.0-0.0,honest,0,48301,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",235991,14,html-button-response,jury,
448,Jordan,0.0-7.0-0.0,trustworthy,32,3286,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,239278,15,html-slider-response,jury,
448,Jordan,0.0-7.0-0.1,like,35,3143,50,<p>How much do you <b>like</b> Jennifer?</p><br>,242422,16,html-slider-response,jury,
448,Jordan,0.0-7.0-0.2,honest,59,2750,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,245175,17,html-slider-response,jury,
448,Jordan,0.0-7.0-0.3,good,37,2397,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,247573,18,html-slider-response,jury,
448,Jordan,0.0-7.0-0.4,hypocritical,71,2959,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,250534,19,html-slider-response,jury,
448,Jordan,0.0-8.0-0.0,honest,0,17023,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",267558,20,html-button-response,phone,
448,Jordan,0.0-9.0-0.0,trustworthy,46,6286,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,273846,21,html-slider-response,phone,
448,Jordan,0.0-9.0-0.1,hypocritical,47,5967,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,279813,22,html-slider-response,phone,
448,Jordan,0.0-9.0-0.2,good,50,4382,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,284198,23,html-slider-response,phone,
448,Jordan,0.0-9.0-0.3,honest,71,3310,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,287509,24,html-slider-response,phone,
448,Jordan,0.0-9.0-0.4,like,53,5229,50,<p>How much do you <b>like</b> Bruce?</p><br>,292741,25,html-slider-response,phone,
448,Jordan,0.0-10.0,,0,4294,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,297037,26,html-button-response,,
322,Jordan,0.0-0.0,,0,32535,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",32541,0,html-button-response,,
322,Jordan,0.0-1.0,,0,2318,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",34860,1,html-button-response,,
322,Jordan,0.0-2.0-0.0,traditional,0,17524,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",52384,2,html-button-response,music,
322,Jordan,0.0-3.0-0.0,like,0,12746,50,<p>How much do you <b>like</b> Becky?</p><br>,65132,3,html-slider-response,music,
322,Jordan,0.0-3.0-0.1,good,15,5860,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,70993,4,html-slider-response,music,
322,Jordan,0.0-3.0-0.2,trustworthy,14,4238,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,75232,5,html-slider-response,music,
322,Jordan,0.0-3.0-0.3,hypocritical,100,4244,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,79477,6,html-slider-response,music,
322,Jordan,0.0-3.0-0.4,honest,14,3582,50,<p>How <b>honest</b> do you think Becky is?</p><br>,83060,7,html-slider-response,music,
322,Jordan,0.0-4.0-0.0,traditional,0,27000,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",110061,8,html-button-response,printing,
322,Jordan,0.0-5.0-0.0,like,39,4459,50,<p>How much do you <b>like</b> Kevin?</p><br>,114521,9,html-slider-response,printing,
322,Jordan,0.0-5.0-0.1,good,39,2479,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,117001,10,html-slider-response,printing,
322,Jordan,0.0-5.0-0.2,trustworthy,34,5507,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,122508,11,html-slider-response,printing,
322,Jordan,0.0-5.0-0.3,hypocritical,100,3656,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,126165,12,html-slider-response,printing,
322,Jordan,0.0-5.0-0.4,honest,34,3030,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,129196,13,html-slider-response,printing,
322,Jordan,0.0-6.0-0.0,traditional,0,16940,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",146136,14,html-button-response,phone,
322,Jordan,0.0-7.0-0.0,trustworthy,21,3019,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,149156,15,html-slider-response,phone,
322,Jordan,0.0-7.0-0.1,good,24,2140,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,151296,16,html-slider-response,phone,
322,Jordan,0.0-7.0-0.2,honest,24,4334,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,155631,17,html-slider-response,phone,
322,Jordan,0.0-7.0-0.3,hypocritical,100,2573,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,158204,18,html-slider-response,phone,
322,Jordan,0.0-7.0-0.4,like,22,3035,50,<p>How much do you <b>like</b> Bruce?</p><br>,161240,19,html-slider-response,phone,
322,Jordan,0.0-8.0-0.0,traditional,0,15583,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",176824,20,html-button-response,jury,
322,Jordan,0.0-9.0-0.0,trustworthy,27,2588,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,179412,21,html-slider-response,jury,
322,Jordan,0.0-9.0-0.1,good,29,2311,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,181724,22,html-slider-response,jury,
322,Jordan,0.0-9.0-0.2,honest,32,3271,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,184996,23,html-slider-response,jury,
322,Jordan,0.0-9.0-0.3,hypocritical,100,2803,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,187800,24,html-slider-response,jury,
322,Jordan,0.0-9.0-0.4,like,39,2604,50,<p>How much do you <b>like</b> Jennifer?</p><br>,190404,25,html-slider-response,jury,
322,Jordan,0.0-10.0,,0,5575,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,195980,26,html-button-response,,
340,Jordan,0.0-0.0,,0,16257,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",16258,0,html-button-response,,
340,Jordan,0.0-1.0,,0,2137,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",18395,1,html-button-response,,
