workerid,proliferate.condition,internal_node_id,question_order,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,type,error
206,Atir,0.0-1.0-0.0,,6,4166,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",5739,1,html-slider-response,self-rating,
206,Atir,0.0-1.0-0.1,,6,4524,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,10264,2,html-slider-response,self-rating,
206,Atir,0.0-2.0,,0,8931,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,19196,3,html-button-response,,
206,Atir,0.0-3.0-0.0,,3,3663,4,<p>pre-rated stocks</p><br>,22860,4,html-slider-response,finance term,
206,Atir,0.0-3.0-0.1,,6,4505,4,<p>fixed-rate deduction</p><br>,27366,5,html-slider-response,finance term,
206,Atir,0.0-3.0-0.2,,6,1929,4,<p>annualized credit</p><br>,29296,6,html-slider-response,finance term,
206,Atir,0.0-3.0-0.3,,7,2985,4,<p>tax bracket</p><br>,32282,7,html-slider-response,finance term,
206,Atir,0.0-3.0-0.4,,7,2080,4,<p>fixed-rate mortgage</p><br>,34363,8,html-slider-response,finance term,
206,Atir,0.0-3.0-0.5,,5,3907,4,<p>home equity</p><br>,38271,9,html-slider-response,finance term,
206,Atir,0.0-3.0-0.6,,2,2358,4,<p>revolving credit</p><br>,40630,10,html-slider-response,finance term,
206,Atir,0.0-3.0-0.7,,6,2235,4,<p>vesting</p><br>,42866,11,html-slider-response,finance term,
206,Atir,0.0-3.0-0.8,,7,1893,4,<p>retirement</p><br>,44760,12,html-slider-response,finance term,
206,Atir,0.0-3.0-0.9,,7,1900,4,<p>stock options</p><br>,46661,13,html-slider-response,finance term,
206,Atir,0.0-3.0-0.10,,7,1782,4,<p>inflation</p><br>,48444,14,html-slider-response,finance term,
206,Atir,0.0-3.0-0.11,,7,2090,4,<p>private equity fund</p><br>,50535,15,html-slider-response,finance term,
206,Atir,0.0-3.0-0.12,,7,2949,4,<p>interest rate</p><br>,53485,16,html-slider-response,finance term,
206,Atir,0.0-3.0-0.13,,6,3408,4,<p>Roth IRA</p><br>,56894,17,html-slider-response,finance term,
206,Atir,0.0-3.0-0.14,,4,4793,4,<p>whole life insurance</p><br>,61688,18,html-slider-response,finance term,
206,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",51198,,,112888,19,survey-multi-choice,FLquiz,
206,Atir,0.0-5.0,,0,11750,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",124641,20,html-button-response,,
219,Atir,0.0-0.0,,0,2376,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",2378,0,html-button-response,,
219,Atir,0.0-1.0-0.0,,6,9165,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",11545,1,html-slider-response,self-rating,
219,Atir,0.0-1.0-0.1,,4,31915,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,43461,2,html-slider-response,self-rating,
219,Atir,0.0-2.0,,0,23436,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,66899,3,html-button-response,,
219,Atir,0.0-3.0-0.0,,5,4129,4,<p>pre-rated stocks</p><br>,71029,4,html-slider-response,finance term,
219,Atir,0.0-3.0-0.1,,5,5883,4,<p>fixed-rate deduction</p><br>,76913,5,html-slider-response,finance term,
219,Atir,0.0-3.0-0.2,,6,7649,4,<p>annualized credit</p><br>,84563,6,html-slider-response,finance term,
219,Atir,0.0-3.0-0.3,,2,4115,4,<p>tax bracket</p><br>,88679,7,html-slider-response,finance term,
219,Atir,0.0-3.0-0.4,,6,4048,4,<p>fixed-rate mortgage</p><br>,92729,8,html-slider-response,finance term,
219,Atir,0.0-3.0-0.5,,7,4951,4,<p>home equity</p><br>,97681,9,html-slider-response,finance term,
219,Atir,0.0-3.0-0.6,,2,5031,4,<p>revolving credit</p><br>,102713,10,html-slider-response,finance term,
219,Atir,0.0-3.0-0.7,,1,13469,4,<p>vesting</p><br>,116182,11,html-slider-response,finance term,
219,Atir,0.0-3.0-0.8,,7,4147,4,<p>retirement</p><br>,120329,12,html-slider-response,finance term,
219,Atir,0.0-3.0-0.9,,7,4467,4,<p>stock options</p><br>,124797,13,html-slider-response,finance term,
219,Atir,0.0-3.0-0.10,,7,2765,4,<p>inflation</p><br>,127563,14,html-slider-response,finance term,
219,Atir,0.0-3.0-0.11,,5,3685,4,<p>private equity fund</p><br>,131248,15,html-slider-response,finance term,
219,Atir,0.0-3.0-0.12,,7,3148,4,<p>interest rate</p><br>,134397,16,html-slider-response,finance term,
219,Atir,0.0-3.0-0.13,,1,5265,4,<p>Roth IRA</p><br>,139663,17,html-slider-response,finance term,
219,Atir,0.0-3.0-0.14,,7,6850,4,<p>whole life insurance</p><br>,146514,18,html-slider-response,finance term,
219,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",100733,,,247248,19,survey-multi-choice,FLquiz,
219,Atir,0.0-5.0,,0,1097,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",248347,20,html-button-response,,
205,Atir,0.0-0.0,,0,21809,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",21824,0,html-button-response,,
205,Atir,0.0-1.0,,0,8567,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,30393,1,html-button-response,,
205,Atir,0.0-2.0-0.0,,1,5663,4,<p>pre-rated stocks</p><br>,36058,2,html-slider-response,finance term,
205,Atir,0.0-2.0-0.1,,3,5600,4,<p>fixed-rate deduction</p><br>,41660,3,html-slider-response,finance term,
205,Atir,0.0-2.0-0.2,,5,4772,4,<p>annualized credit</p><br>,46433,4,html-slider-response,finance term,
205,Atir,0.0-2.0-0.3,,2,5120,4,<p>tax bracket</p><br>,51554,5,html-slider-response,finance term,
205,Atir,0.0-2.0-0.4,,6,3390,4,<p>fixed-rate mortgage</p><br>,54946,6,html-slider-response,finance term,
205,Atir,0.0-2.0-0.5,,5,2979,4,<p>home equity</p><br>,57926,7,html-slider-response,finance term,
205,Atir,0.0-2.0-0.6,,3,2904,4,<p>revolving credit</p><br>,60832,8,html-slider-response,finance term,
205,Atir,0.0-2.0-0.7,,1,4880,4,<p>vesting</p><br>,65714,9,html-slider-response,finance term,
205,Atir,0.0-2.0-0.8,,7,3042,4,<p>retirement</p><br>,68757,10,html-slider-response,finance term,
205,Atir,0.0-2.0-0.9,,5,6105,4,<p>stock options</p><br>,74863,11,html-slider-response,finance term,
205,Atir,0.0-2.0-0.10,,6,2540,4,<p>inflation</p><br>,77407,12,html-slider-response,finance term,
205,Atir,0.0-2.0-0.11,,4,3148,4,<p>private equity fund</p><br>,80556,13,html-slider-response,finance term,
205,Atir,0.0-2.0-0.12,,6,2532,4,<p>interest rate</p><br>,83090,14,html-slider-response,finance term,
205,Atir,0.0-2.0-0.13,,1,3431,4,<p>Roth IRA</p><br>,86522,15,html-slider-response,finance term,
205,Atir,0.0-2.0-0.14,,5,4329,4,<p>whole life insurance</p><br>,90852,16,html-slider-response,finance term,
205,Atir,0.0-3.0-0.0,,3,8848,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",99702,17,html-slider-response,self-rating,
205,Atir,0.0-3.0-0.1,,4,10955,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,110658,18,html-slider-response,self-rating,
205,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",94909,,,205569,19,survey-multi-choice,FLquiz,
205,Atir,0.0-5.0,,0,2390,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",207961,20,html-button-response,,
248,Atir,0.0-0.0,,0,4154,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",4157,0,html-button-response,,
248,Atir,0.0-1.0-0.0,,3,5245,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",9403,1,html-slider-response,self-rating,
248,Atir,0.0-1.0-0.1,,5,5365,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,14769,2,html-slider-response,self-rating,
248,Atir,0.0-2.0,,0,4349,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,19119,3,html-button-response,,
248,Atir,0.0-3.0-0.0,,5,3804,4,<p>pre-rated stocks</p><br>,22923,4,html-slider-response,finance term,
248,Atir,0.0-3.0-0.1,,3,5740,4,<p>fixed-rate deduction</p><br>,28664,5,html-slider-response,finance term,
248,Atir,0.0-3.0-0.2,,6,2549,4,<p>annualized credit</p><br>,31214,6,html-slider-response,finance term,
248,Atir,0.0-3.0-0.3,,6,2592,4,<p>tax bracket</p><br>,33807,7,html-slider-response,finance term,
248,Atir,0.0-3.0-0.4,,3,3446,4,<p>fixed-rate mortgage</p><br>,37254,8,html-slider-response,finance term,
248,Atir,0.0-3.0-0.5,,5,6260,4,<p>home equity</p><br>,43515,9,html-slider-response,finance term,
248,Atir,0.0-3.0-0.6,,5,2656,4,<p>revolving credit</p><br>,46172,10,html-slider-response,finance term,
248,Atir,0.0-3.0-0.7,,6,10829,4,<p>vesting</p><br>,57002,11,html-slider-response,finance term,
248,Atir,0.0-3.0-0.8,,7,2558,4,<p>retirement</p><br>,59561,12,html-slider-response,finance term,
248,Atir,0.0-3.0-0.9,,5,2541,4,<p>stock options</p><br>,62103,13,html-slider-response,finance term,
248,Atir,0.0-3.0-0.10,,6,1691,4,<p>inflation</p><br>,63795,14,html-slider-response,finance term,
248,Atir,0.0-3.0-0.11,,5,7620,4,<p>private equity fund</p><br>,71415,15,html-slider-response,finance term,
248,Atir,0.0-3.0-0.12,,6,2581,4,<p>interest rate</p><br>,73997,16,html-slider-response,finance term,
248,Atir,0.0-3.0-0.13,,2,7090,4,<p>Roth IRA</p><br>,81088,17,html-slider-response,finance term,
248,Atir,0.0-3.0-0.14,,7,3460,4,<p>whole life insurance</p><br>,84549,18,html-slider-response,finance term,
248,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",95801,,,180352,19,survey-multi-choice,FLquiz,
248,Atir,0.0-5.0,,0,6308,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",186662,20,html-button-response,,
283,Atir,0.0-0.0,,0,15245,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",15248,0,html-button-response,,
283,Atir,0.0-1.0-0.0,,5,11692,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",26942,1,html-slider-response,self-rating,
283,Atir,0.0-1.0-0.1,,7,12638,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,39581,2,html-slider-response,self-rating,
283,Atir,0.0-2.0,,0,9466,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,49049,3,html-button-response,,
283,Atir,0.0-3.0-0.0,,1,10188,4,<p>pre-rated stocks</p><br>,59239,4,html-slider-response,finance term,
283,Atir,0.0-3.0-0.1,,3,7414,4,<p>fixed-rate deduction</p><br>,66654,5,html-slider-response,finance term,
283,Atir,0.0-3.0-0.2,,3,5437,4,<p>annualized credit</p><br>,72092,6,html-slider-response,finance term,
283,Atir,0.0-3.0-0.3,,7,4390,4,<p>tax bracket</p><br>,76485,7,html-slider-response,finance term,
283,Atir,0.0-3.0-0.4,,4,5079,4,<p>fixed-rate mortgage</p><br>,81566,8,html-slider-response,finance term,
283,Atir,0.0-3.0-0.5,,2,7703,4,<p>home equity</p><br>,89272,9,html-slider-response,finance term,
283,Atir,0.0-3.0-0.6,,2,8201,4,<p>revolving credit</p><br>,97473,10,html-slider-response,finance term,
283,Atir,0.0-3.0-0.7,,1,4982,4,<p>vesting</p><br>,102457,11,html-slider-response,finance term,
283,Atir,0.0-3.0-0.8,,7,4633,4,<p>retirement</p><br>,107091,12,html-slider-response,finance term,
283,Atir,0.0-3.0-0.9,,1,5181,4,<p>stock options</p><br>,112273,13,html-slider-response,finance term,
283,Atir,0.0-3.0-0.10,,7,4776,4,<p>inflation</p><br>,117050,14,html-slider-response,finance term,
283,Atir,0.0-3.0-0.11,,1,4633,4,<p>private equity fund</p><br>,121684,15,html-slider-response,finance term,
283,Atir,0.0-3.0-0.12,,7,5794,4,<p>interest rate</p><br>,127479,16,html-slider-response,finance term,
283,Atir,0.0-3.0-0.13,,1,4136,4,<p>Roth IRA</p><br>,131617,17,html-slider-response,finance term,
283,Atir,0.0-3.0-0.14,,7,6267,4,<p>whole life insurance</p><br>,137885,18,html-slider-response,finance term,
283,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Same', 'savingsAccount': 'Less than $102'}",93679,,,231567,19,survey-multi-choice,FLquiz,
283,Atir,0.0-5.0,,0,2184,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",233755,20,html-button-response,,
221,Atir,0.0-0.0,,0,9161,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",9166,0,html-button-response,,
221,Atir,0.0-1.0,,0,6576,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,15745,1,html-button-response,,
221,Atir,0.0-2.0-0.0,,3,7751,4,<p>pre-rated stocks</p><br>,23502,2,html-slider-response,finance term,
221,Atir,0.0-2.0-0.1,,3,4706,4,<p>fixed-rate deduction</p><br>,28213,3,html-slider-response,finance term,
221,Atir,0.0-2.0-0.2,,3,2627,4,<p>annualized credit</p><br>,30845,4,html-slider-response,finance term,
221,Atir,0.0-2.0-0.3,,4,3456,4,<p>tax bracket</p><br>,34306,5,html-slider-response,finance term,
221,Atir,0.0-2.0-0.4,,5,2147,4,<p>fixed-rate mortgage</p><br>,36457,6,html-slider-response,finance term,
221,Atir,0.0-2.0-0.5,,5,2131,4,<p>home equity</p><br>,38592,7,html-slider-response,finance term,
221,Atir,0.0-2.0-0.6,,5,2485,4,<p>revolving credit</p><br>,41082,8,html-slider-response,finance term,
221,Atir,0.0-2.0-0.7,,6,2773,4,<p>vesting</p><br>,43860,9,html-slider-response,finance term,
221,Atir,0.0-2.0-0.8,,6,2234,4,<p>retirement</p><br>,46098,10,html-slider-response,finance term,
221,Atir,0.0-2.0-0.9,,4,2772,4,<p>stock options</p><br>,48875,11,html-slider-response,finance term,
221,Atir,0.0-2.0-0.10,,5,2420,4,<p>inflation</p><br>,51300,12,html-slider-response,finance term,
221,Atir,0.0-2.0-0.11,,5,2175,4,<p>private equity fund</p><br>,53480,13,html-slider-response,finance term,
221,Atir,0.0-2.0-0.12,,6,2213,4,<p>interest rate</p><br>,55697,14,html-slider-response,finance term,
221,Atir,0.0-2.0-0.13,,3,4807,4,<p>Roth IRA</p><br>,60508,15,html-slider-response,finance term,
221,Atir,0.0-2.0-0.14,,7,3694,4,<p>whole life insurance</p><br>,64208,16,html-slider-response,finance term,
221,Atir,0.0-3.0-0.0,,3,6825,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",71036,17,html-slider-response,self-rating,
221,Atir,0.0-3.0-0.1,,4,4862,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,75902,18,html-slider-response,self-rating,
221,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': ""Don't know"", 'mortgage': ""Don't know"", 'inflation': 'Less', 'savingsAccount': 'More than $102'}",92886,,,168798,19,survey-multi-choice,FLquiz,
221,Atir,0.0-5.0,,0,2976,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",171785,20,html-button-response,,
639,Atir,0.0-0.0,,0,34460,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",34463,0,html-button-response,,
639,Atir,0.0-1.0,,0,12094,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,46558,1,html-button-response,,
639,Atir,0.0-2.0-0.0,,2,5183,4,<p>pre-rated stocks</p><br>,51743,2,html-slider-response,finance term,
639,Atir,0.0-2.0-0.1,,5,6534,4,<p>fixed-rate deduction</p><br>,58279,3,html-slider-response,finance term,
639,Atir,0.0-2.0-0.2,,2,4343,4,<p>annualized credit</p><br>,62623,4,html-slider-response,finance term,
639,Atir,0.0-2.0-0.3,,6,2247,4,<p>tax bracket</p><br>,64871,5,html-slider-response,finance term,
639,Atir,0.0-2.0-0.4,,5,2567,4,<p>fixed-rate mortgage</p><br>,67439,6,html-slider-response,finance term,
639,Atir,0.0-2.0-0.5,,5,2559,4,<p>home equity</p><br>,69999,7,html-slider-response,finance term,
639,Atir,0.0-2.0-0.6,,4,3215,4,<p>revolving credit</p><br>,73215,8,html-slider-response,finance term,
639,Atir,0.0-2.0-0.7,,2,2607,4,<p>vesting</p><br>,75823,9,html-slider-response,finance term,
639,Atir,0.0-2.0-0.8,,7,3151,4,<p>retirement</p><br>,78975,10,html-slider-response,finance term,
639,Atir,0.0-2.0-0.9,,7,2607,4,<p>stock options</p><br>,81583,11,html-slider-response,finance term,
639,Atir,0.0-2.0-0.10,,7,2503,4,<p>inflation</p><br>,84087,12,html-slider-response,finance term,
639,Atir,0.0-2.0-0.11,,5,2487,4,<p>private equity fund</p><br>,86575,13,html-slider-response,finance term,
639,Atir,0.0-2.0-0.12,,7,2903,4,<p>interest rate</p><br>,89479,14,html-slider-response,finance term,
639,Atir,0.0-2.0-0.13,,1,4207,4,<p>Roth IRA</p><br>,93687,15,html-slider-response,finance term,
639,Atir,0.0-2.0-0.14,,6,2767,4,<p>whole life insurance</p><br>,96455,16,html-slider-response,finance term,
639,Atir,0.0-3.0-0.0,,5,12799,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",109255,17,html-slider-response,self-rating,
639,Atir,0.0-3.0-0.1,,5,7143,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,116399,18,html-slider-response,self-rating,
639,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",65623,,,182024,19,survey-multi-choice,FLquiz,
639,Atir,0.0-5.0,,0,2780,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",184807,20,html-button-response,,
247,Atir,0.0-0.0,,0,1000,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1001,0,html-button-response,,
247,Atir,0.0-1.0-0.0,,5,4985,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",5988,1,html-slider-response,self-rating,
247,Atir,0.0-1.0-0.1,,3,9930,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,15919,2,html-slider-response,self-rating,
247,Atir,0.0-2.0,,0,3236,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,19155,3,html-button-response,,
247,Atir,0.0-3.0-0.0,,5,3054,4,<p>pre-rated stocks</p><br>,22210,4,html-slider-response,finance term,
247,Atir,0.0-3.0-0.1,,5,3795,4,<p>fixed-rate deduction</p><br>,26006,5,html-slider-response,finance term,
247,Atir,0.0-3.0-0.2,,5,2275,4,<p>annualized credit</p><br>,28281,6,html-slider-response,finance term,
247,Atir,0.0-3.0-0.3,,2,2704,4,<p>tax bracket</p><br>,30986,7,html-slider-response,finance term,
247,Atir,0.0-3.0-0.4,,3,2358,4,<p>fixed-rate mortgage</p><br>,33345,8,html-slider-response,finance term,
247,Atir,0.0-3.0-0.5,,5,1768,4,<p>home equity</p><br>,35114,9,html-slider-response,finance term,
247,Atir,0.0-3.0-0.6,,2,1703,4,<p>revolving credit</p><br>,36818,10,html-slider-response,finance term,
247,Atir,0.0-3.0-0.7,,2,1847,4,<p>vesting</p><br>,38666,11,html-slider-response,finance term,
247,Atir,0.0-3.0-0.8,,6,1745,4,<p>retirement</p><br>,40411,12,html-slider-response,finance term,
247,Atir,0.0-3.0-0.9,,6,1642,4,<p>stock options</p><br>,42053,13,html-slider-response,finance term,
247,Atir,0.0-3.0-0.10,,7,1814,4,<p>inflation</p><br>,43868,14,html-slider-response,finance term,
247,Atir,0.0-3.0-0.11,,3,2252,4,<p>private equity fund</p><br>,46121,15,html-slider-response,finance term,
247,Atir,0.0-3.0-0.12,,7,2746,4,<p>interest rate</p><br>,48868,16,html-slider-response,finance term,
247,Atir,0.0-3.0-0.13,,2,1458,4,<p>Roth IRA</p><br>,50327,17,html-slider-response,finance term,
247,Atir,0.0-3.0-0.14,,5,1779,4,<p>whole life insurance</p><br>,52107,18,html-slider-response,finance term,
247,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': 'Stay the same', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",70867,,,122975,19,survey-multi-choice,FLquiz,
247,Atir,0.0-5.0,,0,3790,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",126768,20,html-button-response,,
244,Atir,0.0-0.0,,0,5009,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",5011,0,html-button-response,,
244,Atir,0.0-1.0-0.0,,6,7348,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",12360,1,html-slider-response,self-rating,
244,Atir,0.0-1.0-0.1,,7,5725,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18086,2,html-slider-response,self-rating,
244,Atir,0.0-2.0,,0,8709,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,26796,3,html-button-response,,
244,Atir,0.0-3.0-0.0,,1,6139,4,<p>pre-rated stocks</p><br>,32935,4,html-slider-response,finance term,
244,Atir,0.0-3.0-0.1,,1,2927,4,<p>fixed-rate deduction</p><br>,35863,5,html-slider-response,finance term,
244,Atir,0.0-3.0-0.2,,7,4439,4,<p>annualized credit</p><br>,40303,6,html-slider-response,finance term,
244,Atir,0.0-3.0-0.3,,1,3219,4,<p>tax bracket</p><br>,43523,7,html-slider-response,finance term,
244,Atir,0.0-3.0-0.4,,7,3611,4,<p>fixed-rate mortgage</p><br>,47135,8,html-slider-response,finance term,
244,Atir,0.0-3.0-0.5,,5,3399,4,<p>home equity</p><br>,50534,9,html-slider-response,finance term,
244,Atir,0.0-3.0-0.6,,5,2975,4,<p>revolving credit</p><br>,53510,10,html-slider-response,finance term,
244,Atir,0.0-3.0-0.7,,1,3829,4,<p>vesting</p><br>,57340,11,html-slider-response,finance term,
244,Atir,0.0-3.0-0.8,,7,2465,4,<p>retirement</p><br>,59806,12,html-slider-response,finance term,
244,Atir,0.0-3.0-0.9,,7,2821,4,<p>stock options</p><br>,62628,13,html-slider-response,finance term,
