workerid,type,question,response,rt,stimulus,trial_index
233,finance term,retirement,7,2433,<p>retirement</p><br>,10
233,finance term,stock options,7,3316,<p>stock options</p><br>,11
233,finance term,inflation,7,2471,<p>inflation</p><br>,12
233,finance term,private equity fund,7,3460,<p>private equity fund</p><br>,13
233,finance term,interest rate,7,3820,<p>interest rate</p><br>,14
233,finance term,Roth IRA,1,2668,<p>Roth IRA</p><br>,15
233,finance term,whole life insurance,1,4279,<p>whole life insurance</p><br>,16
233,self-rating,generalKnowledge,7,5853,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
233,self-rating,compareAmerican,7,7599,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
233,FLquiz,stocks,False,152732,NA,19
233,FLquiz,interest,Rise,152732,NA,19
233,FLquiz,mortgage,True,152732,NA,19
233,FLquiz,inflation,Same,152732,NA,19
233,FLquiz,savingsAccount,More than $102,152732,NA,19
235,finance term,pre-rated stocks,4,6869,<p>pre-rated stocks</p><br>,4
235,finance term,fixed-rate deduction,5,3048,<p>fixed-rate deduction</p><br>,5
235,finance term,annualized credit,5,1796,<p>annualized credit</p><br>,6
235,finance term,tax bracket,5,1582,<p>tax bracket</p><br>,7
235,finance term,fixed-rate mortgage,5,1607,<p>fixed-rate mortgage</p><br>,8
235,finance term,home equity,5,1442,<p>home equity</p><br>,9
235,finance term,revolving credit,5,1467,<p>revolving credit</p><br>,10
235,finance term,vesting,5,1347,<p>vesting</p><br>,11
235,finance term,retirement,5,1345,<p>retirement</p><br>,12
235,finance term,stock options,6,2414,<p>stock options</p><br>,13
235,finance term,inflation,7,1668,<p>inflation</p><br>,14
235,finance term,private equity fund,6,1926,<p>private equity fund</p><br>,15
235,finance term,interest rate,7,1523,<p>interest rate</p><br>,16
235,finance term,Roth IRA,5,2136,<p>Roth IRA</p><br>,17
235,finance term,whole life insurance,7,1788,<p>whole life insurance</p><br>,18
235,self-rating,generalKnowledge,6,3741,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
235,self-rating,compareAmerican,6,8564,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
235,FLquiz,stocks,False,78158,NA,19
235,FLquiz,interest,Fall,78158,NA,19
235,FLquiz,mortgage,True,78158,NA,19
235,FLquiz,inflation,Less,78158,NA,19
235,FLquiz,savingsAccount,More than $102,78158,NA,19
236,finance term,pre-rated stocks,6,9023,<p>pre-rated stocks</p><br>,2
236,finance term,fixed-rate deduction,2,7855,<p>fixed-rate deduction</p><br>,3
236,finance term,annualized credit,6,7470,<p>annualized credit</p><br>,4
236,finance term,tax bracket,7,9081,<p>tax bracket</p><br>,5
236,finance term,fixed-rate mortgage,7,4300,<p>fixed-rate mortgage</p><br>,6
236,finance term,home equity,7,2629,<p>home equity</p><br>,7
236,finance term,revolving credit,6,3676,<p>revolving credit</p><br>,8
236,finance term,vesting,7,3220,<p>vesting</p><br>,9
236,finance term,retirement,7,3668,<p>retirement</p><br>,10
236,finance term,stock options,7,3751,<p>stock options</p><br>,11
236,finance term,inflation,7,3203,<p>inflation</p><br>,12
236,finance term,private equity fund,7,9355,<p>private equity fund</p><br>,13
236,finance term,interest rate,7,3548,<p>interest rate</p><br>,14
236,finance term,Roth IRA,7,2405,<p>Roth IRA</p><br>,15
236,finance term,whole life insurance,7,6933,<p>whole life insurance</p><br>,16
236,self-rating,generalKnowledge,7,5684,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
236,self-rating,compareAmerican,6,8404,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
236,FLquiz,stocks,False,276084,NA,19
236,FLquiz,interest,Fall,276084,NA,19
236,FLquiz,mortgage,True,276084,NA,19
236,FLquiz,inflation,Less,276084,NA,19
236,FLquiz,savingsAccount,More than $102,276084,NA,19
237,finance term,pre-rated stocks,2,10540,<p>pre-rated stocks</p><br>,2
237,finance term,fixed-rate deduction,5,9582,<p>fixed-rate deduction</p><br>,3
237,finance term,annualized credit,5,4519,<p>annualized credit</p><br>,4
237,finance term,tax bracket,6,7744,<p>tax bracket</p><br>,5
237,finance term,fixed-rate mortgage,7,5655,<p>fixed-rate mortgage</p><br>,6
237,finance term,home equity,5,4947,<p>home equity</p><br>,7
237,finance term,revolving credit,7,3635,<p>revolving credit</p><br>,8
237,finance term,vesting,5,3511,<p>vesting</p><br>,9
237,finance term,retirement,7,3423,<p>retirement</p><br>,10
237,finance term,stock options,5,5039,<p>stock options</p><br>,11
237,finance term,inflation,7,3233,<p>inflation</p><br>,12
237,finance term,private equity fund,7,3482,<p>private equity fund</p><br>,13
237,finance term,interest rate,7,3870,<p>interest rate</p><br>,14
237,finance term,Roth IRA,5,3985,<p>Roth IRA</p><br>,15
237,finance term,whole life insurance,5,5549,<p>whole life insurance</p><br>,16
237,self-rating,generalKnowledge,5,12797,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
237,self-rating,compareAmerican,4,16615,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
237,FLquiz,stocks,False,118057,NA,19
237,FLquiz,interest,Rise,118057,NA,19
237,FLquiz,mortgage,True,118057,NA,19
237,FLquiz,inflation,Less,118057,NA,19
237,FLquiz,savingsAccount,More than $102,118057,NA,19
238,finance term,pre-rated stocks,6,9607,<p>pre-rated stocks</p><br>,4
238,finance term,fixed-rate deduction,7,2711,<p>fixed-rate deduction</p><br>,5
238,finance term,annualized credit,7,2406,<p>annualized credit</p><br>,6
238,finance term,tax bracket,7,2095,<p>tax bracket</p><br>,7
238,finance term,fixed-rate mortgage,7,2198,<p>fixed-rate mortgage</p><br>,8
238,finance term,home equity,7,1967,<p>home equity</p><br>,9
238,finance term,revolving credit,7,1950,<p>revolving credit</p><br>,10
238,finance term,vesting,7,1967,<p>vesting</p><br>,11
238,finance term,retirement,7,1767,<p>retirement</p><br>,12
238,finance term,stock options,7,2007,<p>stock options</p><br>,13
238,finance term,inflation,7,1847,<p>inflation</p><br>,14
238,finance term,private equity fund,7,2191,<p>private equity fund</p><br>,15
238,finance term,interest rate,7,1863,<p>interest rate</p><br>,16
238,finance term,Roth IRA,4,4654,<p>Roth IRA</p><br>,17
238,finance term,whole life insurance,7,2288,<p>whole life insurance</p><br>,18
238,self-rating,generalKnowledge,7,5516,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
238,self-rating,compareAmerican,7,5008,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
238,FLquiz,stocks,False,118014,NA,19
238,FLquiz,interest,Rise,118014,NA,19
238,FLquiz,mortgage,True,118014,NA,19
238,FLquiz,inflation,Less,118014,NA,19
238,FLquiz,savingsAccount,More than $102,118014,NA,19
239,finance term,pre-rated stocks,2,3991,<p>pre-rated stocks</p><br>,2
239,finance term,fixed-rate deduction,1,4021,<p>fixed-rate deduction</p><br>,3
239,finance term,annualized credit,2,3507,<p>annualized credit</p><br>,4
239,finance term,tax bracket,7,3707,<p>tax bracket</p><br>,5
239,finance term,fixed-rate mortgage,6,5207,<p>fixed-rate mortgage</p><br>,6
239,finance term,home equity,1,3724,<p>home equity</p><br>,7
239,finance term,revolving credit,5,4223,<p>revolving credit</p><br>,8
239,finance term,vesting,1,3524,<p>vesting</p><br>,9
239,finance term,retirement,7,2404,<p>retirement</p><br>,10
239,finance term,stock options,2,4091,<p>stock options</p><br>,11
239,finance term,inflation,7,5920,<p>inflation</p><br>,12
239,finance term,private equity fund,1,3206,<p>private equity fund</p><br>,13
239,finance term,interest rate,7,2371,<p>interest rate</p><br>,14
239,finance term,Roth IRA,2,5027,<p>Roth IRA</p><br>,15
239,finance term,whole life insurance,2,3904,<p>whole life insurance</p><br>,16
239,self-rating,generalKnowledge,2,3859,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
239,self-rating,compareAmerican,4,7332,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
239,FLquiz,stocks,Don't know,61478,NA,19
239,FLquiz,interest,Don't know,61478,NA,19
239,FLquiz,mortgage,True,61478,NA,19
239,FLquiz,inflation,Less,61478,NA,19
239,FLquiz,savingsAccount,More than $102,61478,NA,19
240,finance term,pre-rated stocks,5,6333,<p>pre-rated stocks</p><br>,2
240,finance term,fixed-rate deduction,5,4134,<p>fixed-rate deduction</p><br>,3
240,finance term,annualized credit,2,3873,<p>annualized credit</p><br>,4
240,finance term,tax bracket,6,3100,<p>tax bracket</p><br>,5
240,finance term,fixed-rate mortgage,6,5981,<p>fixed-rate mortgage</p><br>,6
240,finance term,home equity,5,8329,<p>home equity</p><br>,7
240,finance term,revolving credit,1,5116,<p>revolving credit</p><br>,8
240,finance term,vesting,1,7001,<p>vesting</p><br>,9
240,finance term,retirement,7,3595,<p>retirement</p><br>,10
240,finance term,stock options,6,3297,<p>stock options</p><br>,11
240,finance term,inflation,6,4535,<p>inflation</p><br>,12
240,finance term,private equity fund,5,24478,<p>private equity fund</p><br>,13
240,finance term,interest rate,7,4615,<p>interest rate</p><br>,14
240,finance term,Roth IRA,5,2832,<p>Roth IRA</p><br>,15
240,finance term,whole life insurance,5,2941,<p>whole life insurance</p><br>,16
240,self-rating,generalKnowledge,6,8425,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
240,self-rating,compareAmerican,5,14978,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
240,FLquiz,stocks,False,142808,NA,19
240,FLquiz,interest,Rise,142808,NA,19
240,FLquiz,mortgage,True,142808,NA,19
240,FLquiz,inflation,Less,142808,NA,19
240,FLquiz,savingsAccount,More than $102,142808,NA,19
242,finance term,pre-rated stocks,2,4697,<p>pre-rated stocks</p><br>,4
242,finance term,fixed-rate deduction,1,2481,<p>fixed-rate deduction</p><br>,5
242,finance term,annualized credit,2,3364,<p>annualized credit</p><br>,6
242,finance term,tax bracket,1,2363,<p>tax bracket</p><br>,7
242,finance term,fixed-rate mortgage,2,3149,<p>fixed-rate mortgage</p><br>,8
242,finance term,home equity,2,2664,<p>home equity</p><br>,9
242,finance term,revolving credit,4,2583,<p>revolving credit</p><br>,10
242,finance term,vesting,2,2381,<p>vesting</p><br>,11
242,finance term,retirement,2,1981,<p>retirement</p><br>,12
242,finance term,stock options,1,2248,<p>stock options</p><br>,13
242,finance term,inflation,4,2597,<p>inflation</p><br>,14
242,finance term,private equity fund,1,3181,<p>private equity fund</p><br>,15
242,finance term,interest rate,4,5248,<p>interest rate</p><br>,16
242,finance term,Roth IRA,1,3097,<p>Roth IRA</p><br>,17
242,finance term,whole life insurance,2,4915,<p>whole life insurance</p><br>,18
242,self-rating,generalKnowledge,2,6363,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
242,self-rating,compareAmerican,3,9730,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
242,FLquiz,stocks,False,63134,NA,19
242,FLquiz,interest,Don't know,63134,NA,19
242,FLquiz,mortgage,False,63134,NA,19
242,FLquiz,inflation,Less,63134,NA,19
242,FLquiz,savingsAccount,More than $102,63134,NA,19
244,finance term,pre-rated stocks,1,6139,<p>pre-rated stocks</p><br>,4
244,finance term,fixed-rate deduction,1,2927,<p>fixed-rate deduction</p><br>,5
244,finance term,annualized credit,7,4439,<p>annualized credit</p><br>,6
244,finance term,tax bracket,1,3219,<p>tax bracket</p><br>,7
244,finance term,fixed-rate mortgage,7,3611,<p>fixed-rate mortgage</p><br>,8
244,finance term,home equity,5,3399,<p>home equity</p><br>,9
244,finance term,revolving credit,5,2975,<p>revolving credit</p><br>,10
244,finance term,vesting,1,3829,<p>vesting</p><br>,11
244,finance term,retirement,7,2465,<p>retirement</p><br>,12
244,finance term,stock options,7,2821,<p>stock options</p><br>,13
244,finance term,inflation,7,2919,<p>inflation</p><br>,14
244,finance term,private equity fund,5,2931,<p>private equity fund</p><br>,15
244,finance term,interest rate,7,3035,<p>interest rate</p><br>,16
244,finance term,Roth IRA,1,2157,<p>Roth IRA</p><br>,17
244,finance term,whole life insurance,7,2617,<p>whole life insurance</p><br>,18
244,self-rating,generalKnowledge,6,7348,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
244,self-rating,compareAmerican,7,5725,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
244,FLquiz,stocks,False,92697,NA,19
244,FLquiz,interest,Rise,92697,NA,19
244,FLquiz,mortgage,False,92697,NA,19
244,FLquiz,inflation,Less,92697,NA,19
244,FLquiz,savingsAccount,More than $102,92697,NA,19
245,finance term,pre-rated stocks,1,4961,<p>pre-rated stocks</p><br>,4
245,finance term,fixed-rate deduction,1,3855,<p>fixed-rate deduction</p><br>,5
245,finance term,annualized credit,5,4614,<p>annualized credit</p><br>,6
245,finance term,tax bracket,5,3259,<p>tax bracket</p><br>,7
245,finance term,fixed-rate mortgage,2,2935,<p>fixed-rate mortgage</p><br>,8
245,finance term,home equity,3,2386,<p>home equity</p><br>,9
245,finance term,revolving credit,1,3274,<p>revolving credit</p><br>,10
245,finance term,vesting,2,2985,<p>vesting</p><br>,11
245,finance term,retirement,7,3100,<p>retirement</p><br>,12
245,finance term,stock options,5,3264,<p>stock options</p><br>,13
245,finance term,inflation,7,2468,<p>inflation</p><br>,14
245,finance term,private equity fund,3,3637,<p>private equity fund</p><br>,15
245,finance term,interest rate,5,2104,<p>interest rate</p><br>,16
245,finance term,Roth IRA,1,2645,<p>Roth IRA</p><br>,17
245,finance term,whole life insurance,2,4512,<p>whole life insurance</p><br>,18
245,self-rating,generalKnowledge,2,5560,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
245,self-rating,compareAmerican,3,6699,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
245,FLquiz,stocks,Don't know,93395,NA,19
245,FLquiz,interest,Don't know,93395,NA,19
245,FLquiz,mortgage,True,93395,NA,19
245,FLquiz,inflation,Less,93395,NA,19
245,FLquiz,savingsAccount,More than $102,93395,NA,19
247,finance term,pre-rated stocks,5,3054,<p>pre-rated stocks</p><br>,4
247,finance term,fixed-rate deduction,5,3795,<p>fixed-rate deduction</p><br>,5
247,finance term,annualized credit,5,2275,<p>annualized credit</p><br>,6
247,finance term,tax bracket,2,2704,<p>tax bracket</p><br>,7
247,finance term,fixed-rate mortgage,3,2358,<p>fixed-rate mortgage</p><br>,8
247,finance term,home equity,5,1768,<p>home equity</p><br>,9
247,finance term,revolving credit,2,1703,<p>revolving credit</p><br>,10
247,finance term,vesting,2,1847,<p>vesting</p><br>,11
247,finance term,retirement,6,1745,<p>retirement</p><br>,12
247,finance term,stock options,6,1642,<p>stock options</p><br>,13
247,finance term,inflation,7,1814,<p>inflation</p><br>,14
247,finance term,private equity fund,3,2252,<p>private equity fund</p><br>,15
247,finance term,interest rate,7,2746,<p>interest rate</p><br>,16
247,finance term,Roth IRA,2,1458,<p>Roth IRA</p><br>,17
247,finance term,whole life insurance,5,1779,<p>whole life insurance</p><br>,18
247,self-rating,generalKnowledge,5,4985,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
247,self-rating,compareAmerican,3,9930,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
247,FLquiz,stocks,Don't know,70867,NA,19
247,FLquiz,interest,Stay the same,70867,NA,19
247,FLquiz,mortgage,True,70867,NA,19
247,FLquiz,inflation,Less,70867,NA,19
247,FLquiz,savingsAccount,More than $102,70867,NA,19
248,finance term,pre-rated stocks,5,3804,<p>pre-rated stocks</p><br>,4
248,finance term,fixed-rate deduction,3,5740,<p>fixed-rate deduction</p><br>,5
248,finance term,annualized credit,6,2549,<p>annualized credit</p><br>,6
248,finance term,tax bracket,6,2592,<p>tax bracket</p><br>,7
248,finance term,fixed-rate mortgage,3,3446,<p>fixed-rate mortgage</p><br>,8
248,finance term,home equity,5,6260,<p>home equity</p><br>,9
248,finance term,revolving credit,5,2656,<p>revolving credit</p><br>,10
248,finance term,vesting,6,10829,<p>vesting</p><br>,11
248,finance term,retirement,7,2558,<p>retirement</p><br>,12
248,finance term,stock options,5,2541,<p>stock options</p><br>,13
248,finance term,inflation,6,1691,<p>inflation</p><br>,14
248,finance term,private equity fund,5,7620,<p>private equity fund</p><br>,15
248,finance term,interest rate,6,2581,<p>interest rate</p><br>,16
248,finance term,Roth IRA,2,7090,<p>Roth IRA</p><br>,17
248,finance term,whole life insurance,7,3460,<p>whole life insurance</p><br>,18
248,self-rating,generalKnowledge,3,5245,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
248,self-rating,compareAmerican,5,5365,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
248,FLquiz,stocks,Don't know,95801,NA,19
248,FLquiz,interest,Rise,95801,NA,19
248,FLquiz,mortgage,True,95801,NA,19
248,FLquiz,inflation,Less,95801,NA,19
248,FLquiz,savingsAccount,More than $102,95801,NA,19
249,finance term,pre-rated stocks,4,4687,<p>pre-rated stocks</p><br>,2
249,finance term,fixed-rate deduction,5,6128,<p>fixed-rate deduction</p><br>,3
249,finance term,annualized credit,2,7688,<p>annualized credit</p><br>,4
249,finance term,tax bracket,6,6632,<p>tax bracket</p><br>,5
249,finance term,fixed-rate mortgage,6,8195,<p>fixed-rate mortgage</p><br>,6
249,finance term,home equity,7,6386,<p>home equity</p><br>,7
249,finance term,revolving credit,5,6752,<p>revolving credit</p><br>,8
249,finance term,vesting,4,5260,<p>vesting</p><br>,9
249,finance term,retirement,7,6818,<p>retirement</p><br>,10
249,finance term,stock options,4,7822,<p>stock options</p><br>,11
249,finance term,inflation,5,2228,<p>inflation</p><br>,12
249,finance term,private equity fund,4,6788,<p>private equity fund</p><br>,13
249,finance term,interest rate,6,6907,<p>interest rate</p><br>,14
249,finance term,Roth IRA,1,8800,<p>Roth IRA</p><br>,15
249,finance term,whole life insurance,5,7136,<p>whole life insurance</p><br>,16
249,self-rating,generalKnowledge,6,7990,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
249,self-rating,compareAmerican,5,9910,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
249,FLquiz,stocks,False,115490,NA,19
249,FLquiz,interest,Rise,115490,NA,19
249,FLquiz,mortgage,True,115490,NA,19
249,FLquiz,inflation,Less,115490,NA,19
249,FLquiz,savingsAccount,More than $102,115490,NA,19
250,finance term,pre-rated stocks,3,15513,<p>pre-rated stocks</p><br>,4
250,finance term,fixed-rate deduction,3,9203,<p>fixed-rate deduction</p><br>,5
250,finance term,annualized credit,3,12586,<p>annualized credit</p><br>,6
250,finance term,tax bracket,5,4952,<p>tax bracket</p><br>,7
250,finance term,fixed-rate mortgage,5,4728,<p>fixed-rate mortgage</p><br>,8
250,finance term,home equity,5,4204,<p>home equity</p><br>,9
250,finance term,revolving credit,3,4965,<p>revolving credit</p><br>,10
250,finance term,vesting,3,5368,<p>vesting</p><br>,11
250,finance term,retirement,5,5215,<p>retirement</p><br>,12
250,finance term,stock options,5,8951,<p>stock options</p><br>,13
250,finance term,inflation,6,7651,<p>inflation</p><br>,14
250,finance term,private equity fund,4,14679,<p>private equity fund</p><br>,15
250,finance term,interest rate,6,9984,<p>interest rate</p><br>,16
250,finance term,Roth IRA,5,5498,<p>Roth IRA</p><br>,17
250,finance term,whole life insurance,5,6636,<p>whole life insurance</p><br>,18
250,self-rating,generalKnowledge,5,34346,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
250,self-rating,compareAmerican,5,13910,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
250,FLquiz,stocks,False,164847,NA,19
250,FLquiz,interest,Fall,164847,NA,19
250,FLquiz,mortgage,Don't know,164847,NA,19
250,FLquiz,inflation,Less,164847,NA,19
250,FLquiz,savingsAccount,More than $102,164847,NA,19
251,finance term,pre-rated stocks,1,38559,<p>pre-rated stocks</p><br>,4
251,finance term,fixed-rate deduction,6,8785,<p>fixed-rate deduction</p><br>,5
251,finance term,annualized credit,7,17152,<p>annualized credit</p><br>,6
251,finance term,tax bracket,7,3407,<p>tax bracket</p><br>,7
251,finance term,fixed-rate mortgage,7,3429,<p>fixed-rate mortgage</p><br>,8
251,finance term,home equity,5,5703,<p>home equity</p><br>,9
251,finance term,revolving credit,1,5109,<p>revolving credit</p><br>,10
251,finance term,vesting,1,4386,<p>vesting</p><br>,11
251,finance term,retirement,7,3736,<p>retirement</p><br>,12
251,finance term,stock options,5,5620,<p>stock options</p><br>,13
251,finance term,inflation,7,2837,<p>inflation</p><br>,14
251,finance term,private equity fund,3,6960,<p>private equity fund</p><br>,15
251,finance term,interest rate,7,3457,<p>interest rate</p><br>,16
251,finance term,Roth IRA,1,7495,<p>Roth IRA</p><br>,17
251,finance term,whole life insurance,6,4106,<p>whole life insurance</p><br>,18
251,self-rating,generalKnowledge,5,22653,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
251,self-rating,compareAmerican,5,16291,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
251,FLquiz,stocks,Don't know,284966,NA,19
251,FLquiz,interest,Rise,284966,NA,19
251,FLquiz,mortgage,True,284966,NA,19
251,FLquiz,inflation,Less,284966,NA,19
251,FLquiz,savingsAccount,More than $102,284966,NA,19
252,finance term,pre-rated stocks,4,4713,<p>pre-rated stocks</p><br>,2
252,finance term,fixed-rate deduction,2,7135,<p>fixed-rate deduction</p><br>,3
252,finance term,annualized credit,3,3086,<p>annualized credit</p><br>,4
252,finance term,tax bracket,6,4432,<p>tax bracket</p><br>,5
252,finance term,fixed-rate mortgage,3,3148,<p>fixed-rate mortgage</p><br>,6
252,finance term,home equity,1,2426,<p>home equity</p><br>,7
252,finance term,revolving credit,2,2549,<p>revolving credit</p><br>,8
252,finance term,vesting,6,4087,<p>vesting</p><br>,9
252,finance term,retirement,7,2211,<p>retirement</p><br>,10
252,finance term,stock options,7,2287,<p>stock options</p><br>,11
252,finance term,inflation,6,2811,<p>inflation</p><br>,12
252,finance term,private equity fund,6,3455,<p>private equity fund</p><br>,13
252,finance term,interest rate,7,2505,<p>interest rate</p><br>,14
252,finance term,Roth IRA,3,5033,<p>Roth IRA</p><br>,15
252,finance term,whole life insurance,2,2094,<p>whole life insurance</p><br>,16
252,self-rating,generalKnowledge,5,5661,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
252,self-rating,compareAmerican,6,5376,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
252,FLquiz,stocks,False,62148,NA,19
252,FLquiz,interest,Don't know,62148,NA,19
252,FLquiz,mortgage,True,62148,NA,19
252,FLquiz,inflation,Less,62148,NA,19
252,FLquiz,savingsAccount,More than $102,62148,NA,19
253,finance term,pre-rated stocks,1,5927,<p>pre-rated stocks</p><br>,2
253,finance term,fixed-rate deduction,1,3625,<p>fixed-rate deduction</p><br>,3
253,finance term,annualized credit,1,1885,<p>annualized credit</p><br>,4
253,finance term,tax bracket,1,1729,<p>tax bracket</p><br>,5
253,finance term,fixed-rate mortgage,1,2143,<p>fixed-rate mortgage</p><br>,6
253,finance term,home equity,6,2263,<p>home equity</p><br>,7
253,finance term,revolving credit,6,2575,<p>revolving credit</p><br>,8
253,finance term,vesting,6,1807,<p>vesting</p><br>,9
253,finance term,retirement,7,1699,<p>retirement</p><br>,10
253,finance term,stock options,7,1572,<p>stock options</p><br>,11
253,finance term,inflation,7,1623,<p>inflation</p><br>,12
253,finance term,private equity fund,7,2023,<p>private equity fund</p><br>,13
253,finance term,interest rate,7,1449,<p>interest rate</p><br>,14
253,finance term,Roth IRA,3,3659,<p>Roth IRA</p><br>,15
253,finance term,whole life insurance,7,2520,<p>whole life insurance</p><br>,16
253,self-rating,generalKnowledge,7,4080,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
253,self-rating,compareAmerican,6,73634,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
253,FLquiz,stocks,False,55865,NA,19
253,FLquiz,interest,Fall,55865,NA,19
253,FLquiz,mortgage,True,55865,NA,19
253,FLquiz,inflation,Less,55865,NA,19
253,FLquiz,savingsAccount,More than $102,55865,NA,19
254,finance term,pre-rated stocks,1,6269,<p>pre-rated stocks</p><br>,4
254,finance term,fixed-rate deduction,1,2032,<p>fixed-rate deduction</p><br>,5
254,finance term,annualized credit,2,4027,<p>annualized credit</p><br>,6
254,finance term,tax bracket,5,2115,<p>tax bracket</p><br>,7
254,finance term,fixed-rate mortgage,6,3067,<p>fixed-rate mortgage</p><br>,8
254,finance term,home equity,6,1612,<p>home equity</p><br>,9
254,finance term,revolving credit,5,3653,<p>revolving credit</p><br>,10
254,finance term,vesting,1,1566,<p>vesting</p><br>,11
254,finance term,retirement,7,1657,<p>retirement</p><br>,12
254,finance term,stock options,5,1791,<p>stock options</p><br>,13
254,finance term,inflation,6,1342,<p>inflation</p><br>,14
254,finance term,private equity fund,5,1439,<p>private equity fund</p><br>,15
254,finance term,interest rate,6,1311,<p>interest rate</p><br>,16
254,finance term,Roth IRA,1,1364,<p>Roth IRA</p><br>,17
254,finance term,whole life insurance,5,1559,<p>whole life insurance</p><br>,18
254,self-rating,generalKnowledge,5,3487,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
254,self-rating,compareAmerican,6,2669,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
254,FLquiz,stocks,Don't know,29445,NA,19
254,FLquiz,interest,Don't know,29445,NA,19
254,FLquiz,mortgage,Don't know,29445,NA,19
254,FLquiz,inflation,Don't know,29445,NA,19
254,FLquiz,savingsAccount,Don't know,29445,NA,19
255,finance term,pre-rated stocks,1,15172,<p>pre-rated stocks</p><br>,4
255,finance term,fixed-rate deduction,4,12349,<p>fixed-rate deduction</p><br>,5
255,finance term,annualized credit,4,6301,<p>annualized credit</p><br>,6
255,finance term,tax bracket,1,11965,<p>tax bracket</p><br>,7
255,finance term,fixed-rate mortgage,5,3917,<p>fixed-rate mortgage</p><br>,8
255,finance term,home equity,2,4069,<p>home equity</p><br>,9
255,finance term,revolving credit,5,6293,<p>revolving credit</p><br>,10
255,finance term,vesting,1,11308,<p>vesting</p><br>,11
255,finance term,retirement,6,3445,<p>retirement</p><br>,12
255,finance term,stock options,4,4029,<p>stock options</p><br>,13
255,finance term,inflation,6,5102,<p>inflation</p><br>,14
255,finance term,private equity fund,2,3557,<p>private equity fund</p><br>,15
255,finance term,interest rate,6,4341,<p>interest rate</p><br>,16
255,finance term,Roth IRA,1,3813,<p>Roth IRA</p><br>,17
255,finance term,whole life insurance,4,7597,<p>whole life insurance</p><br>,18
255,self-rating,generalKnowledge,4,18799,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
255,self-rating,compareAmerican,3,14076,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
255,FLquiz,stocks,Don't know,136557,NA,19
255,FLquiz,interest,Fall,136557,NA,19
255,FLquiz,mortgage,False,136557,NA,19
255,FLquiz,inflation,Less,136557,NA,19
255,FLquiz,savingsAccount,More than $102,136557,NA,19
256,finance term,pre-rated stocks,3,2990,<p>pre-rated stocks</p><br>,4
256,finance term,fixed-rate deduction,6,3301,<p>fixed-rate deduction</p><br>,5
256,finance term,annualized credit,2,2182,<p>annualized credit</p><br>,6
256,finance term,tax bracket,2,2944,<p>tax bracket</p><br>,7
256,finance term,fixed-rate mortgage,7,2445,<p>fixed-rate mortgage</p><br>,8
256,finance term,home equity,3,1829,<p>home equity</p><br>,9
256,finance term,revolving credit,3,2144,<p>revolving credit</p><br>,10
256,finance term,vesting,1,3104,<p>vesting</p><br>,11
256,finance term,retirement,6,1901,<p>retirement</p><br>,12
256,finance term,stock options,7,2035,<p>stock options</p><br>,13
256,finance term,inflation,6,2464,<p>inflation</p><br>,14
256,finance term,private equity fund,6,13566,<p>private equity fund</p><br>,15
256,finance term,interest rate,7,2161,<p>interest rate</p><br>,16
