id,CommOwn,Comments,Age,Gender,task,moderator,question_type,rating,presence_of_moderator,causalexplanatoryCF,typetoken
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,z4.To.CF,6,absent,counterfactual,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d3.CaTy.Uq,NA,present,causal,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d3.ExTo.UQ,5,present,explanatory,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d4.Ty.CF,NA,present,counterfactual,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,d4.To.CF,6,present,counterfactual,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g3.CaTy.Uq,NA,absent,causal,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g3.ExTy.Uq,NA,absent,explanatory,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g3.ExTo.Uq,5,absent,explanatory,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g4.Ty.CF,NA,absent,counterfactual,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,g4.To.CF,6,absent,counterfactual,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y3.CaTy.Uq,NA,present,causal,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y3.ExTy.Uq,NA,present,explanatory,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y3.ExTo.Uq,6,present,explanatory,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y4.Ty.CF,NA,present,counterfactual,type
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,y4.To.CF,7,present,counterfactual,token
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.z1,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.z2,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.d1,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.d2,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.g1,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.g2,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.y1,1,absent,NA,NA
29,"In some cases, data from exposure to both external influences did not vary much.",None.,25,female,ex.to.uq,drolyuyu,Mch.y2,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Z3.CaTy.Uq,NA,absent,causal,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,Z3.ExTy.Uq,NA,absent,explanatory,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,z3.CaTo.Uq,NA,absent,causal,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,z3.ExTo.Uq,6,absent,explanatory,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,Z4.Ty.CF,NA,absent,counterfactual,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,z4.To.CF,7,absent,counterfactual,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,d3.CaTy.Uq,NA,present,causal,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,d3.ExTo.UQ,1,present,explanatory,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,d4.Ty.CF,NA,present,counterfactual,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,d4.To.CF,2,present,counterfactual,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,g3.CaTy.Uq,NA,absent,causal,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,g3.ExTy.Uq,NA,absent,explanatory,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,g3.ExTo.Uq,5,absent,explanatory,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,g4.Ty.CF,NA,absent,counterfactual,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,g4.To.CF,6,absent,counterfactual,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,y3.CaTy.Uq,NA,present,causal,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,y3.ExTy.Uq,NA,present,explanatory,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,y3.ExTo.Uq,2,present,explanatory,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,y4.Ty.CF,NA,present,counterfactual,type
30,NA,NA,22,male,ex.to.uq,drolyuyu,y4.To.CF,3,present,counterfactual,token
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.z1,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.z2,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.d1,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.d2,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.g1,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.g2,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.y1,1,absent,NA,NA
30,NA,NA,22,male,ex.to.uq,drolyuyu,Mch.y2,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,z3.CaTo.Uq,NA,present,causal,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,z3.ExTo.Uq,6,present,explanatory,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,z4.To.CF,5,present,counterfactual,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d3.CaTo.UQ,NA,absent,causal,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d3.ExTo.UQ,2,absent,explanatory,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,d4.To.CF,5,absent,counterfactual,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g3.ExTy.Uq,NA,present,explanatory,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g3.CaTo.Uq,NA,present,causal,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g3.ExTo.Uq,6,present,explanatory,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g4.Ty.CF,NA,present,counterfactual,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,g4.To.CF,5,present,counterfactual,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y3.ExTy.Uq,NA,absent,explanatory,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y3.CaTo.Uq,NA,absent,causal,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y3.ExTo.Uq,6,absent,explanatory,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y4.Ty.CF,NA,absent,counterfactual,type
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,y4.To.CF,4,absent,counterfactual,token
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.z2,3,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.d1,4,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
31,They correlate with the data provided,Nothing,25,Male,ex.to.uq,zelmogrimond,Mch.y2,3,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,z3.CaTo.Uq,3,present,causal,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,z3.ExTo.Uq,NA,present,explanatory,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,z4.To.CF,2,present,counterfactual,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d3.CaTo.UQ,5,absent,causal,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d3.ExTo.UQ,NA,absent,explanatory,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,d4.To.CF,5,absent,counterfactual,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g3.ExTy.Uq,NA,present,explanatory,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g3.CaTo.Uq,5,present,causal,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g3.ExTo.Uq,NA,present,explanatory,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g4.Ty.CF,NA,present,counterfactual,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,g4.To.CF,5,present,counterfactual,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y3.ExTy.Uq,NA,absent,explanatory,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y3.CaTo.Uq,4,absent,causal,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y4.Ty.CF,NA,absent,counterfactual,type
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,y4.To.CF,4,absent,counterfactual,token
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
32,I just can’t make any certain conclusions when we can not consider all the details and facts..,NA,31,Female,ca.to.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,z3.CaTo.Uq,4,present,causal,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,z3.ExTo.Uq,NA,present,explanatory,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,z4.To.CF,3,present,counterfactual,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d3.CaTo.UQ,6,absent,causal,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d3.ExTo.UQ,NA,absent,explanatory,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,d4.To.CF,7,absent,counterfactual,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g3.ExTy.Uq,NA,present,explanatory,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g3.CaTo.Uq,6,present,causal,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g3.ExTo.Uq,NA,present,explanatory,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g4.Ty.CF,NA,present,counterfactual,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,g4.To.CF,2,present,counterfactual,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y3.ExTy.Uq,NA,absent,explanatory,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y3.CaTo.Uq,5,absent,causal,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y4.Ty.CF,NA,absent,counterfactual,type
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,y4.To.CF,5,absent,counterfactual,token
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.y1,2,absent,NA,NA
33,Because of what I read,NA,25,Female,ca.to.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Z3.CaTy.Uq,NA,absent,causal,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Z3.ExTy.Uq,6,absent,explanatory,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,z3.CaTo.Uq,NA,absent,causal,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,z3.ExTo.Uq,NA,absent,explanatory,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Z4.Ty.CF,7,absent,counterfactual,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,z4.To.CF,NA,absent,counterfactual,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d3.CaTy.Uq,NA,present,causal,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d3.ExTy.Uq,5,present,explanatory,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d3.ExTo.UQ,NA,present,explanatory,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d4.Ty.CF,2,present,counterfactual,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,d4.To.CF,NA,present,counterfactual,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g3.CaTy.Uq,NA,absent,causal,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g3.ExTy.Uq,7,absent,explanatory,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g3.ExTo.Uq,NA,absent,explanatory,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g4.Ty.CF,6,absent,counterfactual,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,g4.To.CF,NA,absent,counterfactual,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y3.CaTy.Uq,NA,present,causal,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y3.ExTy.Uq,5,present,explanatory,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y3.ExTo.Uq,NA,present,explanatory,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y4.Ty.CF,1,present,counterfactual,type
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,y4.To.CF,NA,present,counterfactual,token
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.z1,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.z2,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.d1,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.d2,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.g1,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.g2,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.y1,1,absent,NA,NA
34,I relied on the data collected during the experiments,"interesting study, no concerns",24,female,ex.ty.uq,drolyuyu,Mch.y2,1,absent,NA,NA
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,z3.CaTo.Uq,NA,present,causal,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,z3.ExTo.Uq,5,present,explanatory,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,z4.To.CF,3,present,counterfactual,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d3.CaTo.UQ,NA,absent,causal,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d3.ExTo.UQ,7,absent,explanatory,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,d4.To.CF,7,absent,counterfactual,token
35,"tried using the numbers as percantages for my answer,I mentally cut the strong agree disagree etc etc into percentages. and then put whatever I thought fit.","theres an error on the sore mushroom page,on the answers theres no mostly agree just a repeated mostly disagree option,I presume it wasn't  a ""secret"" memory check. Interesting study,thank you!",40,male,ex.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
